"product_id";"name";"product_url";"model";"price";"price_dilar";"description";"stock_status";"images";"category";"manufacturer"
"valp_501";"2.5D Стъклен Протектор Samsung A30s / A50";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=501";"A30s";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_502";"2.5D Стъклен Протектор Samsung A40";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=502";"A40";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_505";"2.5D Стъклен Протектор Samsung A9 (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=505";"A9 (2018)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_506";"2.5D Стъклен Протектор Samsung G850";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=506";"G850";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_507";"2.5D Стъклен Протектор Samsung Grand Neo (I9060)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=507";"Grand Neo (I9060)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_508";"2.5D Стъклен Протектор Samsung J2 Pro (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=508";"Grand Neo (I9060)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_509";"2.5D Стъклен Протектор Samsung J4 Plus (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=509";"J4 Plus (2018)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_510";"2.5D Стъклен Протектор Samsung J5 (2017)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=510";"J5 (2017)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_511";"2.5D Стъклен Протектор Samsung J6 Plus";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=511";"J6 Plus";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_512";"2.5D Стъклен Протектор Samsung S3";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=512";"S3";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_513";"2.5D Стъклен Протектор Samsung S4";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=513";"S4";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_514";"2.5D Стъклен Протектор Samsung S5 Mini";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=514";"S5 Mini";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_515";"2.5D Стъклен Протектор Samsung S4 Mini";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=515";"S4 Mini";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_516";"2.5D Стъклен Протектор Samsung S7 Edge";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=516";"S7 Edge";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_517";"2.5D Стъклен Протектор Samsung Xcover 3";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=517";"Xcover 3";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_518";"2.5D Стъклен Протектор Samsung A42";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=518";"A42";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_519";"2.5D Стъклен Протектор Samsung A6 (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=519";"A6 (2018)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_520";"2.5D Стъклен Протектор Samsung A60";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=520";"A60";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_521";"2.5D Стъклен Протектор Samsung A7 (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=521";"A7 (2018)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_522";"2.5D Стъклен Протектор Samsung A70 / A70s / A20s";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=522";"A70";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_523";"2.5D Стъклен Протектор Samsung A71";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=523";"A71";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_524";"2.5D Стъклен Протектор Samsung A02s / A03s";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=524";"A02s";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_525";"2.5D Стъклен Протектор Samsung A32 5G";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=525";"A32 5G";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_526";"2.5D Стъклен Протектор Samsung A32 4G";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=526";"A32 4G";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_527";"2.5D Стъклен Протектор Samsung A8 (2018)";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=527";"A8 (2018)";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
"valp_528";"2.5D Стъклен Протектор Redmi Note 12";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=528";"REDMI NOTE 12";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"XIAOMI"
"valp_529";"2.5D Стъклен Протектор Samsung S20 FE";"https://testoferta.info.bestphone.bg/index.php?route=product/product&product_id=529";"S20 FE";"5";"1.5";"Закалено стъкло с висока 9H твърдост перфектно защитава екрана на телефона. Осигурява яснота на изображението, олеофобното покритие осигурява устойчивост на пръстови отпечатъци и замърсявания. Стъклото е тънко и издръжливо, а дебелината му е само 0,3 мм. След залепването телефонът запазва своите тактилни свойства. Лепилото по цялата повърхност предотвратява натрупването на прах и мръсотия под стъклото. Краищата на чашата са заоблени, което гарантира безопасна употреба.";"в наличност";"https://media.info.bestphone.bg/productImages/Glasses/2_5dglass_1-min.jpg";"Протектори > 2.5D Стъклен протектор";"SAMSUNG"
